,Unnamed: 0,T,Y,PARTYID7,IDEO,RELIG,ATTEND,SURV_MODE,SURV_LANG,GENDER,AGE,RACETHNICITY,EDUC5,MARITAL,EMPLOY,INCOME,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,Y1hat_responses,Y0hat_responses,Y1hat,Y0hat
174,174,1.0,4.0,3.0,1.0,5.0,3.0,2.0,1.0,1.0,27.0,1.0,4.0,5.0,1.0,3.0,9.0,1.0,1.0,2.0,3.0,4.0,"[4, 4, 4, 2, 3, 3, 4, 3, 4, 4]","[4, 2, 4, 3, 4, 4, 2, 4, 2, 4]",3.5,3.3
175,175,1.0,3.0,6.0,4.0,1.0,3.0,2.0,1.0,2.0,56.0,1.0,3.0,1.0,1.0,15.0,8.0,0.0,1.0,1.0,1.0,1.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 1, 2, 2, 1, 2]",2.0,1.8
176,176,1.0,1.0,6.0,2.0,1.0,4.0,2.0,1.0,2.0,65.0,4.0,3.0,1.0,5.0,5.0,8.0,1.0,1.0,1.0,1.0,3.0,"[3, 2, 3, 3, 2, 3, 3, 3, 2, 3]","[2, 2, 2, 2, 2, 2, 2, 3, 3, 2]",2.7,2.2
177,177,0.0,4.0,4.0,3.0,10.0,1.0,2.0,1.0,1.0,52.0,1.0,3.0,1.0,5.0,13.0,9.0,1.0,1.0,1.0,1.0,2.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 2, 3, 3, 3, 2, 3, 3]",3.0,2.75
178,178,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,65.0,2.0,3.0,5.0,1.0,13.0,1.0,1.0,1.0,1.0,1.0,2.0,"[2, 3, 2, 3, 2, 2, 3, 3, 3]","[3, 2, 2, 2, 2, 2, 2, 2, 2, 3]",2.5555555555555554,2.2
179,179,0.0,2.0,3.0,3.0,12.0,8.0,2.0,1.0,1.0,36.0,2.0,3.0,1.0,1.0,9.0,7.0,1.0,1.0,2.0,2.0,4.0,"[2, 3, 3, 3, 2, 2, 2, 3, 3]","[3, 2, 2, 2, 2, 2, 3, 3, 2, 2]",2.5555555555555554,2.3
180,180,1.0,1.0,7.0,4.0,12.0,1.0,2.0,1.0,2.0,59.0,1.0,3.0,1.0,2.0,12.0,5.0,1.0,1.0,1.0,3.0,3.0,"[1, 1, 1, 1, 2, 1, 2, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",1.2222222222222223,1.0
181,181,0.0,1.0,7.0,5.0,2.0,8.0,2.0,1.0,1.0,71.0,1.0,3.0,1.0,1.0,10.0,2.0,0.0,1.0,1.0,1.0,3.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
182,182,1.0,1.0,5.0,4.0,12.0,8.0,2.0,1.0,2.0,48.0,1.0,4.0,1.0,1.0,10.0,3.0,1.0,1.0,1.0,1.0,3.0,"[2, 1, 1, 1, 2, 2, 1, 2, 2]","[1, 2, 1, 2, 1, 1, 1, 1, 1, 2]",1.5555555555555556,1.3
183,183,1.0,5.0,7.0,3.0,4.0,4.0,2.0,1.0,2.0,68.0,1.0,2.0,4.0,5.0,3.0,5.0,1.0,1.0,1.0,3.0,1.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[1, 2, 1, 2, 2, 2, 2, 2, 1, 2]",2.0,1.7
184,184,0.0,3.0,6.0,4.0,1.0,7.0,2.0,1.0,1.0,70.0,1.0,3.0,1.0,1.0,10.0,6.0,1.0,1.0,1.0,1.0,2.0,"[2, 2, 2, 2, 2, 2, 2, 2]","[1, 1, 1, 1, 1, 1, 1, 2, 2, 1]",2.0,1.2
185,185,1.0,3.0,2.0,3.0,2.0,8.0,2.0,1.0,1.0,34.0,6.0,4.0,1.0,7.0,11.0,6.0,1.0,1.0,3.0,3.0,4.0,"[3, 2, 3, 2, 3, 3, 2, 3, 3, 3]","[2, 3, 2, 3, 2, 3, 2, 3, 2, 3]",2.7,2.5
186,186,1.0,2.0,3.0,1.0,14.0,3.0,2.0,1.0,2.0,47.0,1.0,4.0,1.0,1.0,7.0,8.0,1.0,1.0,2.0,1.0,4.0,"[2, 4, 4, 4, 4, 4, 2, 4, 4, 2]","[4, 4, 4, 4, 3, 4, 4, 4, 4]",3.4,3.888888888888889
187,187,1.0,1.0,7.0,4.0,2.0,7.0,2.0,1.0,2.0,64.0,4.0,3.0,1.0,7.0,18.0,7.0,1.0,1.0,1.0,1.0,2.0,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",1.1,1.0
188,188,0.0,1.0,5.0,3.0,1.0,6.0,2.0,1.0,1.0,40.0,1.0,3.0,1.0,2.0,14.0,9.0,1.0,0.0,2.0,1.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2]",2.0,2.0
189,189,1.0,2.0,5.0,4.0,1.0,2.0,2.0,1.0,2.0,82.0,1.0,2.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,"[2, 2, 2, 2, 2, 2, 2, 1, 2, 2]","[2, 1, 2, 1, 2, 2, 1, 2]",1.9,1.625
190,190,0.0,5.0,2.0,3.0,2.0,8.0,2.0,1.0,1.0,48.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 3, 2, 3, 3, 2, 3, 3]","[3, 3, 2, 2, 3, 2, 2, 3, 4, 2]",2.8,2.6
191,191,1.0,1.0,5.0,3.0,12.0,3.0,2.0,1.0,2.0,65.0,1.0,3.0,1.0,5.0,10.0,9.0,1.0,1.0,1.0,1.0,1.0,"[2, 3, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.1,2.0
192,192,0.0,2.0,4.0,3.0,10.0,3.0,2.0,1.0,1.0,58.0,1.0,3.0,1.0,2.0,10.0,3.0,0.0,1.0,1.0,1.0,4.0,"[2, 3, 3, 3, 3, 3, 3, 3, 3]","[2, 2, 2, 2, 2, 2, 3, 2, 3]",2.888888888888889,2.2222222222222223
193,193,0.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,23.0,1.0,2.0,5.0,4.0,13.0,5.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 2, 3, 3, 3, 3, 3, 3, 3]","[3, 2, 2, 2, 2, 2, 3, 3, 3, 2]",2.9,2.4
194,194,1.0,2.0,7.0,5.0,12.0,8.0,2.0,1.0,2.0,33.0,1.0,5.0,1.0,1.0,11.0,5.0,1.0,1.0,1.0,1.0,4.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
195,195,0.0,1.0,5.0,3.0,1.0,6.0,2.0,1.0,2.0,49.0,1.0,3.0,1.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2]",2.0,2.0
196,196,1.0,4.0,7.0,5.0,12.0,7.0,2.0,1.0,2.0,56.0,1.0,3.0,1.0,1.0,10.0,5.0,1.0,0.0,2.0,1.0,1.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]",1.0,1.0
197,197,1.0,1.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,40.0,1.0,3.0,3.0,1.0,10.0,7.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 2, 2, 2, 3, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2]",2.3333333333333335,2.0
198,198,0.0,2.0,7.0,5.0,1.0,8.0,2.0,1.0,2.0,53.0,2.0,3.0,3.0,1.0,10.0,7.0,1.0,1.0,1.0,1.0,4.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]",1.0,1.0
199,199,0.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,65.0,1.0,3.0,1.0,5.0,12.0,4.0,0.0,1.0,1.0,1.0,3.0,"[2, 3, 2, 3, 3, 3, 3, 2, 2, 3]","[2, 3, 2, 2, 3, 2, 2, 2, 3, 2]",2.6,2.3
200,200,0.0,1.0,7.0,5.0,1.0,9.0,2.0,1.0,2.0,40.0,1.0,5.0,1.0,2.0,9.0,4.0,1.0,1.0,1.0,1.0,4.0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
201,201,1.0,4.0,1.0,3.0,5.0,4.0,2.0,1.0,2.0,65.0,5.0,3.0,1.0,2.0,7.0,4.0,1.0,0.0,1.0,1.0,4.0,"[4, 4, 3, 3, 3, 2, 3, 4, 3, 3]","[3, 4, 3, 2, 2, 2, 2, 4]",3.2,2.75
202,202,1.0,1.0,6.0,3.0,14.0,4.0,2.0,1.0,2.0,32.0,5.0,3.0,1.0,6.0,5.0,5.0,0.0,1.0,2.0,1.0,4.0,"[3, 3, 2, 2, 3, 3, 3, 3, 3, 3]","[3, 2, 2, 3, 2, 2, 2, 2, 3]",2.8,2.3333333333333335
203,203,1.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,54.0,4.0,3.0,1.0,1.0,10.0,2.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 2, 3, 3, 3]","[2, 2, 3, 3, 2, 3, 2, 4, 4, 2]",2.9,2.7
204,204,1.0,3.0,3.0,2.0,10.0,1.0,2.0,1.0,2.0,40.0,1.0,3.0,1.0,1.0,12.0,2.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 4, 3, 3, 3, 3, 3, 3, 3]","[3, 4, 2, 2, 4, 3, 3, 3]",3.1,3.0
205,205,0.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,47.0,1.0,4.0,5.0,1.0,13.0,6.0,1.0,1.0,1.0,1.0,4.0,"[4, 4, 4, 4, 2, 5, 4, 4, 4]","[2, 2, 5, 4, 4, 2, 2, 4, 4]",3.888888888888889,3.2222222222222223
206,206,0.0,1.0,1.0,3.0,2.0,8.0,2.0,1.0,1.0,76.0,4.0,3.0,5.0,5.0,4.0,8.0,1.0,0.0,1.0,1.0,4.0,"[3, 3, 2, 2, 2, 2, 2, 3, 3, 3]","[2, 2, 2, 3, 2, 2, 2, 2, 2]",2.5,2.111111111111111
207,207,1.0,2.0,4.0,3.0,2.0,6.0,2.0,1.0,2.0,58.0,1.0,5.0,1.0,1.0,18.0,3.0,1.0,1.0,1.0,1.0,2.0,"[3, 2, 2, 3, 2, 2, 2, 2, 3, 3]","[3, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.4,2.1
208,208,1.0,2.0,4.0,3.0,1.0,8.0,2.0,1.0,2.0,58.0,2.0,4.0,1.0,1.0,13.0,5.0,1.0,1.0,1.0,1.0,4.0,"[3, 2, 2, 2, 2, 2, 2, 2, 2, 3]","[2, 2, 2, 2, 2, 2, 2, 2, 3]",2.2,2.111111111111111
209,209,1.0,4.0,4.0,3.0,12.0,5.0,2.0,1.0,2.0,34.0,1.0,3.0,6.0,2.0,1.0,5.0,0.0,0.0,1.0,4.0,4.0,"[2, 2, 3, 3, 3, 3, 3, 3, 3, 3]","[4, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.8,2.2
210,210,0.0,3.0,3.0,1.0,11.0,2.0,2.0,1.0,2.0,31.0,2.0,3.0,6.0,7.0,5.0,8.0,1.0,1.0,1.0,1.0,4.0,"[4, 4, 4, 2, 4, 2, 4, 4, 4, 2]","[4, 4, 4, 4, 4, 2, 5, 4]",3.4,3.875
211,211,1.0,3.0,3.0,3.0,1.0,9.0,2.0,1.0,2.0,74.0,1.0,2.0,1.0,5.0,6.0,7.0,0.0,1.0,1.0,1.0,3.0,"[2, 4, 2, 2, 2, 2, 3, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2]",2.3,2.0
212,212,1.0,2.0,6.0,3.0,11.0,7.0,2.0,1.0,1.0,32.0,1.0,3.0,1.0,2.0,5.0,9.0,1.0,0.0,2.0,3.0,4.0,"[3, 2, 3, 2, 2, 3, 2, 3, 3]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 3]",2.5555555555555554,2.1
213,213,0.0,3.0,6.0,3.0,12.0,2.0,2.0,1.0,1.0,32.0,1.0,2.0,5.0,1.0,6.0,3.0,0.0,1.0,2.0,3.0,4.0,"[2, 2, 2, 2, 3, 3, 3, 3, 3]","[2, 2, 2, 2, 2, 2, 3, 3, 2, 2]",2.5555555555555554,2.2
214,214,0.0,3.0,3.0,3.0,12.0,5.0,2.0,1.0,2.0,40.0,4.0,3.0,1.0,1.0,7.0,2.0,1.0,1.0,2.0,3.0,5.0,"[2, 3, 3, 3, 3, 3, 3, 2, 3, 3]","[3, 2, 2, 2, 2, 3, 2, 2, 3]",2.8,2.3333333333333335
215,215,0.0,4.0,2.0,3.0,12.0,3.0,2.0,1.0,1.0,68.0,2.0,2.0,1.0,5.0,3.0,2.0,1.0,0.0,2.0,3.0,4.0,"[3, 2, 2, 2, 2, 3, 3, 3, 3, 2]","[2, 2, 2, 3, 2, 3, 2, 2, 3]",2.5,2.3333333333333335
216,216,1.0,5.0,7.0,4.0,12.0,1.0,2.0,1.0,2.0,47.0,1.0,3.0,1.0,2.0,10.0,5.0,1.0,1.0,1.0,1.0,4.0,"[1, 1, 2, 2, 1, 1, 1]","[1, 2, 1, 2, 1, 1, 1, 1]",1.2857142857142858,1.25
217,217,1.0,2.0,4.0,3.0,11.0,1.0,2.0,1.0,2.0,44.0,1.0,4.0,1.0,7.0,14.0,5.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 2, 3]","[4, 3, 2, 3, 3, 3, 2, 2, 3, 3]",2.875,2.8
218,218,1.0,5.0,3.0,3.0,11.0,3.0,2.0,1.0,1.0,73.0,1.0,3.0,1.0,5.0,11.0,3.0,1.0,1.0,1.0,1.0,3.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 2, 3, 2, 2, 2, 3, 2, 2]",3.0,2.4
219,219,1.0,3.0,1.0,2.0,12.0,4.0,2.0,1.0,1.0,52.0,4.0,2.0,3.0,6.0,8.0,8.0,0.0,1.0,2.0,2.0,4.0,"[3, 3, 3, 3, 3, 2, 3, 3, 3, 3]","[2, 3, 3, 3, 2, 3, 2, 2, 4]",2.9,2.6666666666666665
220,220,0.0,1.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,27.0,1.0,3.0,1.0,1.0,10.0,2.0,1.0,1.0,1.0,4.0,2.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 1, 1, 1, 2, 2, 2, 2, 2, 1]",2.0,1.6
221,221,1.0,1.0,4.0,3.0,12.0,5.0,2.0,1.0,1.0,41.0,1.0,3.0,1.0,1.0,15.0,9.0,1.0,1.0,2.0,1.0,4.0,"[2, 2, 2, 2, 3, 2, 2, 2, 2, 3]","[2, 2, 2, 2, 3, 2, 2, 2, 2]",2.2,2.111111111111111
222,222,0.0,3.0,2.0,3.0,12.0,3.0,2.0,1.0,2.0,39.0,4.0,1.0,6.0,6.0,6.0,7.0,1.0,1.0,2.0,2.0,2.0,"[2, 3, 3, 3, 2, 2, 3, 3, 3, 3]","[3, 3, 2, 2, 3, 3, 2, 2, 2, 2]",2.7,2.4
223,223,0.0,3.0,2.0,5.0,12.0,2.0,2.0,1.0,1.0,60.0,3.0,3.0,1.0,6.0,17.0,1.0,1.0,1.0,1.0,1.0,4.0,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",1.2,1.0
224,224,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,67.0,1.0,3.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,4.0,"[5, 5, 5, 5, 4, 4, 5, 5, 5, 2]","[4, 5, 5, 4, 4, 5, 4, 4, 4, 4]",4.5,4.3
225,225,1.0,4.0,1.0,1.0,11.0,4.0,2.0,1.0,2.0,38.0,1.0,5.0,1.0,1.0,16.0,3.0,1.0,1.0,1.0,1.0,4.0,"[4, 2, 4, 4, 4, 4, 5, 4, 4]","[5, 5, 4, 2, 4, 5, 2, 2]",3.888888888888889,3.625
226,226,0.0,5.0,1.0,2.0,10.0,7.0,2.0,1.0,1.0,27.0,1.0,4.0,1.0,1.0,13.0,4.0,1.0,1.0,1.0,1.0,4.0,"[3, 2, 4, 3, 3, 3, 4, 3, 3, 3]","[3, 3, 2, 2, 3, 4, 2, 4, 2, 4]",3.1,2.9
227,227,0.0,2.0,3.0,3.0,10.0,3.0,2.0,1.0,2.0,68.0,1.0,5.0,2.0,5.0,13.0,3.0,1.0,1.0,1.0,1.0,2.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 2, 2, 3, 2, 3, 3]",3.0,2.6666666666666665
228,228,0.0,2.0,7.0,5.0,1.0,2.0,2.0,1.0,1.0,61.0,1.0,2.0,3.0,1.0,17.0,9.0,1.0,1.0,1.0,1.0,4.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
229,229,1.0,2.0,6.0,3.0,12.0,8.0,2.0,1.0,2.0,38.0,1.0,4.0,1.0,1.0,12.0,4.0,1.0,1.0,1.0,1.0,4.0,"[2, 2, 3, 2, 2, 3, 2, 2, 3, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 3]",2.3,2.111111111111111
230,230,0.0,4.0,7.0,2.0,11.0,1.0,2.0,1.0,2.0,31.0,1.0,3.0,1.0,1.0,9.0,8.0,1.0,1.0,1.0,4.0,4.0,"[2, 3, 2, 2, 2, 2, 2, 2, 2, 3]","[2, 2, 2, 3, 2, 2, 2, 2, 2, 2]",2.2,2.1
231,231,1.0,1.0,7.0,5.0,1.0,9.0,2.0,1.0,2.0,85.0,1.0,3.0,2.0,5.0,6.0,6.0,1.0,1.0,1.0,1.0,3.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
232,232,0.0,1.0,1.0,2.0,11.0,1.0,2.0,1.0,2.0,24.0,5.0,3.0,5.0,1.0,6.0,9.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 4, 3, 3, 3, 4, 4, 3]","[4, 2, 4, 4, 2, 4, 4, 4, 3, 2]",3.3,3.3
233,233,0.0,2.0,6.0,3.0,2.0,2.0,2.0,1.0,1.0,61.0,4.0,4.0,2.0,1.0,14.0,9.0,1.0,1.0,1.0,1.0,3.0,"[3, 2, 2, 2, 2, 2, 2, 3, 3]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.3333333333333335,2.0
234,234,1.0,2.0,3.0,3.0,11.0,4.0,2.0,1.0,2.0,36.0,4.0,4.0,1.0,7.0,9.0,9.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[4, 3, 2, 2, 4, 2, 3, 3, 3, 2]",3.0,2.8
235,235,1.0,2.0,4.0,3.0,11.0,1.0,2.0,1.0,1.0,66.0,3.0,4.0,6.0,6.0,6.0,5.0,0.0,1.0,2.0,1.0,3.0,"[2, 2, 3, 3, 3, 2, 3, 3, 3]","[2, 2, 2, 2, 2, 2, 2, 2, 2]",2.6666666666666665,2.0
236,236,1.0,4.0,5.0,2.0,2.0,5.0,2.0,1.0,2.0,45.0,1.0,3.0,5.0,2.0,11.0,5.0,1.0,1.0,2.0,2.0,2.0,"[2, 2, 2, 2, 2, 2, 3, 3, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2]",2.2,2.0
237,237,1.0,3.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,83.0,1.0,3.0,1.0,5.0,14.0,6.0,1.0,1.0,1.0,1.0,3.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2]",2.0,2.0
238,238,0.0,1.0,7.0,5.0,12.0,9.0,2.0,1.0,2.0,70.0,1.0,3.0,3.0,1.0,8.0,1.0,1.0,1.0,1.0,4.0,4.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
239,239,1.0,3.0,1.0,3.0,1.0,6.0,2.0,1.0,2.0,36.0,4.0,3.0,1.0,7.0,6.0,9.0,1.0,1.0,2.0,3.0,4.0,"[2, 3, 3, 3, 3, 3, 3, 2, 4, 3]","[4, 2, 2, 2, 4, 2, 3, 2, 2]",2.9,2.5555555555555554
240,240,1.0,5.0,1.0,1.0,7.0,2.0,2.0,1.0,2.0,27.0,1.0,5.0,6.0,1.0,14.0,1.0,1.0,1.0,2.0,3.0,4.0,"[4, 5, 4, 4, 4, 2, 4, 4, 2]","[4, 4, 4, 2, 2, 5]",3.6666666666666665,3.5
241,241,0.0,3.0,1.0,3.0,1.0,5.0,2.0,1.0,2.0,57.0,2.0,3.0,1.0,1.0,10.0,2.0,1.0,1.0,1.0,1.0,3.0,"[3, 3, 3, 3, 2, 3, 3, 3, 3, 3]","[4, 3, 3, 2, 3, 2, 3, 2, 3, 3]",2.9,2.8
242,242,0.0,4.0,4.0,1.0,3.0,4.0,2.0,1.0,1.0,39.0,1.0,3.0,5.0,1.0,5.0,8.0,1.0,0.0,2.0,3.0,4.0,"[4, 3, 4, 3, 3, 4, 4, 3, 2, 2]","[3, 3, 2, 2, 4, 2, 2, 4, 3, 3]",3.2,2.8
243,243,1.0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,46.0,1.0,4.0,5.0,1.0,15.0,4.0,1.0,1.0,2.0,1.0,2.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2]",2.0,2.0
244,244,0.0,1.0,4.0,4.0,12.0,1.0,2.0,1.0,1.0,30.0,1.0,2.0,5.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 1, 2, 2, 2, 2, 2, 2, 2]",2.0,1.9
245,245,0.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,63.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,"[4, 3, 3, 4, 4, 3, 2, 3, 4, 3]","[3, 3, 4, 4, 3, 2, 2, 2, 4, 2]",3.3,2.9
246,246,1.0,4.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,27.0,1.0,5.0,5.0,1.0,11.0,5.0,1.0,1.0,2.0,3.0,4.0,"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[4, 4, 4, 2, 5, 5, 4, 5]",4.0,4.125
247,247,1.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,36.0,4.0,3.0,5.0,1.0,4.0,9.0,1.0,1.0,2.0,3.0,4.0,"[3, 2, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 2, 4, 2, 3, 3, 3, 3, 3, 3]",2.9,2.9
248,248,0.0,1.0,7.0,5.0,12.0,8.0,2.0,1.0,2.0,43.0,1.0,2.0,5.0,1.0,11.0,8.0,1.0,1.0,1.0,1.0,2.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
249,249,0.0,1.0,5.0,4.0,1.0,3.0,2.0,1.0,1.0,70.0,1.0,3.0,1.0,5.0,8.0,1.0,0.0,1.0,1.0,1.0,2.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[1, 1, 2, 1, 2, 1, 2, 1, 1]",2.0,1.3333333333333333
250,250,0.0,4.0,3.0,1.0,9.0,3.0,2.0,1.0,2.0,46.0,1.0,5.0,1.0,1.0,9.0,3.0,1.0,1.0,1.0,1.0,4.0,"[4, 2, 4, 4, 4, 3, 4, 4, 4, 4]","[4, 4, 2, 4, 2, 4, 2, 4]",3.7,3.25
251,251,0.0,2.0,5.0,3.0,12.0,4.0,2.0,1.0,2.0,54.0,4.0,3.0,3.0,1.0,15.0,8.0,1.0,1.0,1.0,1.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2]",2.0,2.0
252,252,1.0,5.0,7.0,5.0,12.0,6.0,2.0,1.0,2.0,66.0,1.0,4.0,1.0,1.0,12.0,5.0,1.0,1.0,1.0,1.0,4.0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
253,253,1.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,75.0,1.0,5.0,1.0,5.0,18.0,1.0,1.0,1.0,1.0,1.0,3.0,"[3, 3, 3, 2, 3, 3, 2, 2, 2, 2]","[2, 2, 2, 3, 2, 3, 2, 2, 2]",2.5,2.2222222222222223
254,254,0.0,1.0,4.0,3.0,1.0,8.0,2.0,1.0,2.0,57.0,1.0,5.0,1.0,1.0,16.0,9.0,1.0,1.0,1.0,1.0,3.0,"[3, 2, 2, 2, 2, 3, 2, 2, 2, 3]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.3,2.0
255,255,0.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,69.0,1.0,3.0,2.0,2.0,13.0,9.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 3, 3, 3, 2, 3, 3]","[2, 2, 2, 2, 3, 3, 2, 2, 3, 3]",2.888888888888889,2.4
256,256,0.0,3.0,4.0,3.0,12.0,3.0,2.0,1.0,2.0,32.0,2.0,3.0,5.0,1.0,7.0,4.0,0.0,1.0,2.0,1.0,4.0,"[3, 2, 3, 2, 2, 3, 3, 3, 3, 2]","[2, 3, 2, 2, 2, 3, 2, 2, 2, 2]",2.6,2.2
257,257,1.0,2.0,5.0,3.0,10.0,4.0,2.0,1.0,1.0,31.0,1.0,3.0,1.0,1.0,11.0,6.0,1.0,1.0,1.0,1.0,4.0,"[2, 2, 3, 2, 3, 2, 2, 2, 3, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.3,2.0
258,258,0.0,3.0,2.0,5.0,11.0,1.0,2.0,1.0,1.0,24.0,4.0,3.0,5.0,4.0,5.0,9.0,1.0,1.0,2.0,3.0,4.0,"[2, 1, 1, 2, 2, 2, 1, 2, 2, 2]","[1, 2, 2, 2, 1, 2, 2, 1, 2]",1.7,1.6666666666666667
259,259,0.0,1.0,3.0,3.0,1.0,6.0,2.0,1.0,1.0,31.0,4.0,3.0,1.0,1.0,7.0,5.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 2, 3, 3, 3, 3, 3, 3]","[4, 3, 3, 2, 2, 3, 2, 2, 2]",2.888888888888889,2.5555555555555554
260,260,1.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,71.0,5.0,2.0,3.0,5.0,9.0,8.0,1.0,1.0,2.0,3.0,4.0,"[3, 2, 2, 3, 3, 2, 2, 2, 3]","[3, 2, 2, 2, 2, 2, 2, 2]",2.4444444444444446,2.125
261,261,1.0,3.0,4.0,2.0,1.0,6.0,2.0,1.0,2.0,55.0,2.0,3.0,3.0,4.0,5.0,3.0,1.0,0.0,2.0,3.0,4.0,"[3, 2, 2, 2, 2, 3, 3, 3, 2, 3]","[4, 4, 2, 2, 3, 2, 3, 3]",2.5,2.875
