Unnamed: 0,T,Y,PARTYID7,IDEO,RELIG,ATTEND,SURV_MODE,SURV_LANG,GENDER,AGE,RACETHNICITY,EDUC5,MARITAL,EMPLOY,INCOME,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,Y1hat_responses,Y0hat_responses,Y1hat,Y0hat
175,1.0,3.0,6.0,4.0,1.0,3.0,2.0,1.0,2.0,56.0,1.0,3.0,1.0,1.0,15.0,8.0,0.0,1.0,1.0,1.0,1.0,"[2, 2, 2, 2, 2, 2, 3, 2, 1, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 1, 2]",2.0,1.9
176,1.0,1.0,6.0,2.0,1.0,4.0,2.0,1.0,2.0,65.0,4.0,3.0,1.0,5.0,5.0,8.0,1.0,1.0,1.0,1.0,3.0,"[3, 2, 3, 3, 2, 3, 3, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.5,2.0
177,0.0,4.0,4.0,3.0,10.0,1.0,2.0,1.0,1.0,52.0,1.0,3.0,1.0,5.0,13.0,9.0,1.0,1.0,1.0,1.0,2.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3.0,3.0
178,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,65.0,2.0,3.0,5.0,1.0,13.0,1.0,1.0,1.0,1.0,1.0,2.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3.0,3.0
179,0.0,2.0,3.0,3.0,12.0,8.0,2.0,1.0,1.0,36.0,2.0,3.0,1.0,1.0,9.0,7.0,1.0,1.0,2.0,2.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3.0,3.0
180,1.0,1.0,7.0,4.0,12.0,1.0,2.0,1.0,2.0,59.0,1.0,3.0,1.0,2.0,12.0,5.0,1.0,1.0,1.0,3.0,3.0,"[2, 1, 2, 1, 1, 1, 1, 1, 1, 1]","[2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",1.2,1.2
181,0.0,1.0,7.0,5.0,2.0,8.0,2.0,1.0,1.0,71.0,1.0,3.0,1.0,1.0,10.0,2.0,0.0,1.0,1.0,1.0,3.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
182,1.0,1.0,5.0,4.0,12.0,8.0,2.0,1.0,2.0,48.0,1.0,4.0,1.0,1.0,10.0,3.0,1.0,1.0,1.0,1.0,3.0,"[1, 2, 2, 1, 1, 1, 2, 1, 1, 2]","[2, 1, 2, 1, 1, 1, 1, 1, 1, 2]",1.4,1.3
183,1.0,5.0,7.0,3.0,4.0,4.0,2.0,1.0,2.0,68.0,1.0,2.0,4.0,5.0,3.0,5.0,1.0,1.0,1.0,3.0,1.0,"[1, 2, 1, 1, 1, 2, 2, 1, 1, 2]","[1, 2, 1, 2, 2, 1, 1, 1, 1, 2]",1.4,1.4
184,0.0,3.0,6.0,4.0,1.0,7.0,2.0,1.0,1.0,70.0,1.0,3.0,1.0,1.0,10.0,6.0,1.0,1.0,1.0,1.0,2.0,"[1, 2, 1, 1, 2, 1, 1, 1, 1, 2]","[1, 1, 2, 1, 2, 1, 1, 1, 1, 2]",1.3,1.3
185,1.0,3.0,2.0,3.0,2.0,8.0,2.0,1.0,1.0,34.0,6.0,4.0,1.0,7.0,11.0,6.0,1.0,1.0,3.0,3.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3.0,3.0
186,1.0,2.0,3.0,1.0,14.0,3.0,2.0,1.0,2.0,47.0,1.0,4.0,1.0,1.0,7.0,8.0,1.0,1.0,2.0,1.0,4.0,"[3, 4, 5, 3, 2, 5, 3, 4, 4, 4]","[2, 4, 1, 2, 5, 5, 2, 2, 5, 4]",3.7,3.2
187,1.0,1.0,7.0,4.0,2.0,7.0,2.0,1.0,2.0,64.0,4.0,3.0,1.0,7.0,18.0,7.0,1.0,1.0,1.0,1.0,2.0,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1]","[1, 1, 2, 1, 1, 1, 1, 1, 2, 1]",1.1,1.2
188,0.0,1.0,5.0,3.0,1.0,6.0,2.0,1.0,1.0,40.0,1.0,3.0,1.0,2.0,14.0,9.0,1.0,0.0,2.0,1.0,4.0,"[1, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",1.9,2.0
189,1.0,2.0,5.0,4.0,1.0,2.0,2.0,1.0,2.0,82.0,1.0,2.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,"[2, 1, 2, 1, 2, 1, 1, 1, 1, 2]","[2, 1, 2, 1, 1, 1, 2, 2, 1, 1]",1.4,1.4
190,0.0,5.0,2.0,3.0,2.0,8.0,2.0,1.0,1.0,48.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 2, 3, 3, 3, 3, 3]",3.0,2.9
191,1.0,1.0,5.0,3.0,12.0,3.0,2.0,1.0,2.0,65.0,1.0,3.0,1.0,5.0,10.0,9.0,1.0,1.0,1.0,1.0,1.0,"[2, 2, 2, 2, 2, 2, 3, 2, 2, 2]","[2, 2, 2, 1, 1, 2, 1, 2, 2, 2]",2.1,1.7
192,0.0,2.0,4.0,3.0,10.0,3.0,2.0,1.0,1.0,58.0,1.0,3.0,1.0,2.0,10.0,3.0,0.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3.0,3.0
193,0.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,23.0,1.0,2.0,5.0,4.0,13.0,5.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3.0,3.0
194,1.0,2.0,7.0,5.0,12.0,8.0,2.0,1.0,2.0,33.0,1.0,5.0,1.0,1.0,11.0,5.0,1.0,1.0,1.0,1.0,4.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
195,0.0,1.0,5.0,3.0,1.0,6.0,2.0,1.0,2.0,49.0,1.0,3.0,1.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,4.0,"[2, 2, 3, 2, 2, 2, 3, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.2,2.0
196,1.0,4.0,7.0,5.0,12.0,7.0,2.0,1.0,2.0,56.0,1.0,3.0,1.0,1.0,10.0,5.0,1.0,0.0,2.0,1.0,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
197,1.0,1.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,40.0,1.0,3.0,3.0,1.0,10.0,7.0,1.0,1.0,1.0,1.0,4.0,"[2, 2, 2, 3, 1, 3, 3, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.2,2.0
198,0.0,2.0,7.0,5.0,1.0,8.0,2.0,1.0,2.0,53.0,2.0,3.0,3.0,1.0,10.0,7.0,1.0,1.0,1.0,1.0,4.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
199,0.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,65.0,1.0,3.0,1.0,5.0,12.0,4.0,0.0,1.0,1.0,1.0,3.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3.0,3.0
200,0.0,1.0,7.0,5.0,1.0,9.0,2.0,1.0,2.0,40.0,1.0,5.0,1.0,2.0,9.0,4.0,1.0,1.0,1.0,1.0,4.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",1.0,1.1
201,1.0,4.0,1.0,3.0,5.0,4.0,2.0,1.0,2.0,65.0,5.0,3.0,1.0,2.0,7.0,4.0,1.0,0.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 4]","[3, 3, 2, 3, 3, 4, 3, 3, 3, 4]",3.1,3.1
202,1.0,1.0,6.0,3.0,14.0,4.0,2.0,1.0,2.0,32.0,5.0,3.0,1.0,6.0,5.0,5.0,0.0,1.0,2.0,1.0,4.0,"[3, 2, 3, 3, 3, 2, 3, 2, 3, 3]","[3, 3, 3, 2, 3, 3, 3, 2, 2, 2]",2.7,2.6
203,1.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,54.0,4.0,3.0,1.0,1.0,10.0,2.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 4, 3, 3, 3, 4]","[4, 3, 4, 3, 4, 3, 3, 4, 4, 4]",3.2,3.6
204,1.0,3.0,3.0,2.0,10.0,1.0,2.0,1.0,2.0,40.0,1.0,3.0,1.0,1.0,12.0,2.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 4, 3, 3, 2, 3, 3, 3, 4]","[3, 4, 3, 3, 3, 4, 3, 3, 3, 3]",3.1,3.2
205,0.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,47.0,1.0,4.0,5.0,1.0,13.0,6.0,1.0,1.0,1.0,1.0,4.0,"[1, 3, 4, 5, 2, 5, 3, 4, 4, 5]","[5, 5, 5, 1, 1, 5, 5, 5, 4, 5]",3.6,4.1
206,0.0,1.0,1.0,3.0,2.0,8.0,2.0,1.0,1.0,76.0,4.0,3.0,5.0,5.0,4.0,8.0,1.0,0.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 4]","[3, 2, 3, 2, 3, 3, 3, 2, 2, 3]",3.1,2.6
207,1.0,2.0,4.0,3.0,2.0,6.0,2.0,1.0,2.0,58.0,1.0,5.0,1.0,1.0,18.0,3.0,1.0,1.0,1.0,1.0,2.0,"[3, 2, 3, 3, 3, 3, 3, 3, 3, 3]","[2, 2, 3, 3, 3, 2, 2, 3, 3, 3]",2.9,2.6
208,1.0,2.0,4.0,3.0,1.0,8.0,2.0,1.0,2.0,58.0,2.0,4.0,1.0,1.0,13.0,5.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 2, 2, 3, 2, 3, 3]","[3, 2, 3, 2, 3, 2, 3, 3, 2, 2]",2.7,2.5
209,1.0,4.0,4.0,3.0,12.0,5.0,2.0,1.0,2.0,34.0,1.0,3.0,6.0,2.0,1.0,5.0,0.0,0.0,1.0,4.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3.0,3.0
210,0.0,3.0,3.0,1.0,11.0,2.0,2.0,1.0,2.0,31.0,2.0,3.0,6.0,7.0,5.0,8.0,1.0,1.0,1.0,1.0,4.0,"[4, 3, 4, 4, 4, 5, 3, 4, 4, 4]","[4, 5, 1, 4, 4, 4, 4, 1, 4, 5]",3.9,3.6
211,1.0,3.0,3.0,3.0,1.0,9.0,2.0,1.0,2.0,74.0,1.0,2.0,1.0,5.0,6.0,7.0,0.0,1.0,1.0,1.0,3.0,"[3, 3, 3, 3, 3, 3, 3, 2, 2, 3]","[3, 3, 3, 3, 3, 3, 3, 2, 2, 3]",2.8,2.8
212,1.0,2.0,6.0,3.0,11.0,7.0,2.0,1.0,1.0,32.0,1.0,3.0,1.0,2.0,5.0,9.0,1.0,0.0,2.0,3.0,4.0,"[2, 2, 3, 3, 3, 2, 3, 3, 2, 2]","[2, 2, 3, 2, 2, 3, 2, 2, 3, 3]",2.5,2.4
213,0.0,3.0,6.0,3.0,12.0,2.0,2.0,1.0,1.0,32.0,1.0,2.0,5.0,1.0,6.0,3.0,0.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 3, 3, 2, 3, 2, 2, 3]","[2, 3, 3, 2, 3, 2, 2, 2, 2, 2]",2.7,2.3
214,0.0,3.0,3.0,3.0,12.0,5.0,2.0,1.0,2.0,40.0,4.0,3.0,1.0,1.0,7.0,2.0,1.0,1.0,2.0,3.0,5.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3.0,3.0
215,0.0,4.0,2.0,3.0,12.0,3.0,2.0,1.0,1.0,68.0,2.0,2.0,1.0,5.0,3.0,2.0,1.0,0.0,2.0,3.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3.0,3.0
216,1.0,5.0,7.0,4.0,12.0,1.0,2.0,1.0,2.0,47.0,1.0,3.0,1.0,2.0,10.0,5.0,1.0,1.0,1.0,1.0,4.0,"[1, 2, 2, 1, 1, 2, 1, 2, 1, 2]","[1, 1, 1, 2, 1, 1, 1, 1, 1, 2]",1.5,1.2
217,1.0,2.0,4.0,3.0,11.0,1.0,2.0,1.0,2.0,44.0,1.0,4.0,1.0,7.0,14.0,5.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3.0,3.0
218,1.0,5.0,3.0,3.0,11.0,3.0,2.0,1.0,1.0,73.0,1.0,3.0,1.0,5.0,11.0,3.0,1.0,1.0,1.0,1.0,3.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3.0,3.0
219,1.0,3.0,1.0,2.0,12.0,4.0,2.0,1.0,1.0,52.0,4.0,2.0,3.0,6.0,8.0,8.0,0.0,1.0,2.0,2.0,4.0,"[3, 3, 4, 3, 3, 4, 3, 3, 4, 3]","[4, 3, 2, 3, 3, 4, 3, 2, 4, 3]",3.3,3.1
220,0.0,1.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,27.0,1.0,3.0,1.0,1.0,10.0,2.0,1.0,1.0,1.0,4.0,2.0,"[1, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[1, 1, 2, 2, 2, 2, 2, 2, 1, 2]",1.9,1.7
221,1.0,1.0,4.0,3.0,12.0,5.0,2.0,1.0,1.0,41.0,1.0,3.0,1.0,1.0,15.0,9.0,1.0,1.0,2.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 2, 3]",3.0,2.9
222,0.0,3.0,2.0,3.0,12.0,3.0,2.0,1.0,2.0,39.0,4.0,1.0,6.0,6.0,6.0,7.0,1.0,1.0,2.0,2.0,2.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3.0,3.0
223,0.0,3.0,2.0,5.0,12.0,2.0,2.0,1.0,1.0,60.0,3.0,3.0,1.0,6.0,17.0,1.0,1.0,1.0,1.0,1.0,4.0,"[1, 1, 2, 1, 2, 1, 1, 2, 1, 2]","[2, 1, 2, 2, 1, 1, 2, 1, 1, 2]",1.4,1.5
224,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,67.0,1.0,3.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,4.0,"[2, 2, 2, 3, 1, 5, 2, 5, 5, 5]","[5, 5, 5, 2, 1, 5, 5, 1, 5, 4]",3.2,3.8
225,1.0,4.0,1.0,1.0,11.0,4.0,2.0,1.0,2.0,38.0,1.0,5.0,1.0,1.0,16.0,3.0,1.0,1.0,1.0,1.0,4.0,"[1, 2, 5, 2, 3, 5, 1, 4, 2, 5]","[5, 5, 5, 1, 1, 5, 5, 3, 5, 4]",3.0,3.9
226,0.0,5.0,1.0,2.0,10.0,7.0,2.0,1.0,1.0,27.0,1.0,4.0,1.0,1.0,13.0,4.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[4, 3, 4, 3, 4, 3, 3, 2, 4, 4]",3.0,3.4
227,0.0,2.0,3.0,3.0,10.0,3.0,2.0,1.0,2.0,68.0,1.0,5.0,2.0,5.0,13.0,3.0,1.0,1.0,1.0,1.0,2.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3.0,3.0
228,0.0,2.0,7.0,5.0,1.0,2.0,2.0,1.0,1.0,61.0,1.0,2.0,3.0,1.0,17.0,9.0,1.0,1.0,1.0,1.0,4.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
229,1.0,2.0,6.0,3.0,12.0,8.0,2.0,1.0,2.0,38.0,1.0,4.0,1.0,1.0,12.0,4.0,1.0,1.0,1.0,1.0,4.0,"[2, 2, 3, 2, 3, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.2,2.0
230,0.0,4.0,7.0,2.0,11.0,1.0,2.0,1.0,2.0,31.0,1.0,3.0,1.0,1.0,9.0,8.0,1.0,1.0,1.0,4.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 1, 2]","[2, 2, 2, 2, 2, 2, 3, 2, 2, 2]",1.9,2.1
231,1.0,1.0,7.0,5.0,1.0,9.0,2.0,1.0,2.0,85.0,1.0,3.0,2.0,5.0,6.0,6.0,1.0,1.0,1.0,1.0,3.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
232,0.0,1.0,1.0,2.0,11.0,1.0,2.0,1.0,2.0,24.0,5.0,3.0,5.0,1.0,6.0,9.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 4, 4, 4, 4, 3, 4, 3, 4]","[3, 3, 4, 4, 3, 4, 4, 2, 4, 4]",3.6,3.5
233,0.0,2.0,6.0,3.0,2.0,2.0,2.0,1.0,1.0,61.0,4.0,4.0,2.0,1.0,14.0,9.0,1.0,1.0,1.0,1.0,3.0,"[2, 2, 2, 1, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",1.9,2.0
234,1.0,2.0,3.0,3.0,11.0,4.0,2.0,1.0,2.0,36.0,4.0,4.0,1.0,7.0,9.0,9.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3.0,3.0
235,1.0,2.0,4.0,3.0,11.0,1.0,2.0,1.0,1.0,66.0,3.0,4.0,6.0,6.0,6.0,5.0,0.0,1.0,2.0,1.0,3.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 2, 3, 3, 3, 3, 3, 3, 2, 3]",3.0,2.8
236,1.0,4.0,5.0,2.0,2.0,5.0,2.0,1.0,2.0,45.0,1.0,3.0,5.0,2.0,11.0,5.0,1.0,1.0,2.0,2.0,2.0,"[3, 2, 2, 3, 2, 2, 2, 3, 2, 2]","[3, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.3,2.1
237,1.0,3.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,83.0,1.0,3.0,1.0,5.0,14.0,6.0,1.0,1.0,1.0,1.0,3.0,"[2, 3, 2, 2, 2, 1, 2, 2, 2, 3]","[2, 1, 2, 2, 1, 2, 2, 1, 1, 2]",2.1,1.6
238,0.0,1.0,7.0,5.0,12.0,9.0,2.0,1.0,2.0,70.0,1.0,3.0,3.0,1.0,8.0,1.0,1.0,1.0,1.0,4.0,4.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
239,1.0,3.0,1.0,3.0,1.0,6.0,2.0,1.0,2.0,36.0,4.0,3.0,1.0,7.0,6.0,9.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 4, 4]","[4, 3, 3, 3, 3, 4, 3, 3, 3, 3]",3.2,3.2
240,1.0,5.0,1.0,1.0,7.0,2.0,2.0,1.0,2.0,27.0,1.0,5.0,6.0,1.0,14.0,1.0,1.0,1.0,2.0,3.0,4.0,"[1, 2, 4, 5, 4, 5, 2, 5, 5, 5]","[5, 5, 1, 5, 4, 5, 5, 1, 4, 5]",3.8,4.0
241,0.0,3.0,1.0,3.0,1.0,5.0,2.0,1.0,2.0,57.0,2.0,3.0,1.0,1.0,10.0,2.0,1.0,1.0,1.0,1.0,3.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3.0,3.0
242,0.0,4.0,4.0,1.0,3.0,4.0,2.0,1.0,1.0,39.0,1.0,3.0,5.0,1.0,5.0,8.0,1.0,0.0,2.0,3.0,4.0,"[3, 4, 2, 1, 4, 5, 2, 2, 2, 4]","[1, 1, 2, 2, 2, 1, 4, 1, 4, 4]",2.9,2.2
243,1.0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,46.0,1.0,4.0,5.0,1.0,15.0,4.0,1.0,1.0,2.0,1.0,2.0,"[3, 3, 3, 3, 2, 3, 3, 3, 3, 3]","[2, 2, 2, 2, 3, 3, 2, 2, 2, 3]",2.9,2.3
244,0.0,1.0,4.0,4.0,12.0,1.0,2.0,1.0,1.0,30.0,1.0,2.0,5.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,"[3, 2, 3, 2, 2, 2, 2, 3, 2, 3]","[2, 2, 2, 2, 2, 2, 3, 2, 2, 2]",2.4,2.1
245,0.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,63.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 4]","[4, 3, 4, 3, 3, 4, 3, 3, 4, 4]",3.1,3.5
246,1.0,4.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,27.0,1.0,5.0,5.0,1.0,11.0,5.0,1.0,1.0,2.0,3.0,4.0,"[5, 2, 4, 3, 2, 5, 2, 4, 5, 5]","[4, 1, 1, 2, 1, 5, 4, 2, 1, 5]",3.7,2.6
247,1.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,36.0,4.0,3.0,5.0,1.0,4.0,9.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[4, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3.0,3.1
248,0.0,1.0,7.0,5.0,12.0,8.0,2.0,1.0,2.0,43.0,1.0,2.0,5.0,1.0,11.0,8.0,1.0,1.0,1.0,1.0,2.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
249,0.0,1.0,5.0,4.0,1.0,3.0,2.0,1.0,1.0,70.0,1.0,3.0,1.0,5.0,8.0,1.0,0.0,1.0,1.0,1.0,2.0,"[2, 2, 1, 1, 2, 2, 1, 1, 1, 2]","[1, 1, 1, 1, 1, 2, 2, 1, 2, 2]",1.5,1.4
250,0.0,4.0,3.0,1.0,9.0,3.0,2.0,1.0,2.0,46.0,1.0,5.0,1.0,1.0,9.0,3.0,1.0,1.0,1.0,1.0,4.0,"[1, 4, 3, 3, 2, 4, 2, 4, 5, 4]","[4, 5, 5, 3, 4, 4, 5, 2, 5, 4]",3.2,4.1
251,0.0,2.0,5.0,3.0,12.0,4.0,2.0,1.0,2.0,54.0,4.0,3.0,3.0,1.0,15.0,8.0,1.0,1.0,1.0,1.0,4.0,"[2, 2, 2, 2, 2, 2, 2, 1, 2, 2]","[1, 2, 2, 2, 2, 2, 2, 2, 1, 3]",1.9,1.9
252,1.0,5.0,7.0,5.0,12.0,6.0,2.0,1.0,2.0,66.0,1.0,4.0,1.0,1.0,12.0,5.0,1.0,1.0,1.0,1.0,4.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,1.0
253,1.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,75.0,1.0,5.0,1.0,5.0,18.0,1.0,1.0,1.0,1.0,1.0,3.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 2, 3, 3, 3, 3, 3, 2, 3, 3]",3.0,2.8
254,0.0,1.0,4.0,3.0,1.0,8.0,2.0,1.0,2.0,57.0,1.0,5.0,1.0,1.0,16.0,9.0,1.0,1.0,1.0,1.0,3.0,"[3, 2, 3, 2, 2, 3, 3, 3, 2, 2]","[3, 2, 3, 3, 2, 2, 3, 2, 2, 3]",2.5,2.5
255,0.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,69.0,1.0,3.0,2.0,2.0,13.0,9.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 2, 3, 3]","[4, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2.9,3.1
256,0.0,3.0,4.0,3.0,12.0,3.0,2.0,1.0,2.0,32.0,2.0,3.0,5.0,1.0,7.0,4.0,0.0,1.0,2.0,1.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3.0,3.0
257,1.0,2.0,5.0,3.0,10.0,4.0,2.0,1.0,1.0,31.0,1.0,3.0,1.0,1.0,11.0,6.0,1.0,1.0,1.0,1.0,4.0,"[2, 2, 2, 3, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2.1,2.0
258,0.0,3.0,2.0,5.0,11.0,1.0,2.0,1.0,1.0,24.0,4.0,3.0,5.0,4.0,5.0,9.0,1.0,1.0,2.0,3.0,4.0,"[2, 2, 3, 2, 2, 2, 3, 2, 2, 2]","[1, 1, 2, 2, 2, 2, 2, 2, 2, 2]",2.2,1.8
259,0.0,1.0,3.0,3.0,1.0,6.0,2.0,1.0,1.0,31.0,4.0,3.0,1.0,1.0,7.0,5.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3.0,3.0
260,1.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,71.0,5.0,2.0,3.0,5.0,9.0,8.0,1.0,1.0,2.0,3.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3.0,3.0
261,1.0,3.0,4.0,2.0,1.0,6.0,2.0,1.0,2.0,55.0,2.0,3.0,3.0,4.0,5.0,3.0,1.0,0.0,2.0,3.0,4.0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 2, 3, 3, 3]",3.0,2.9
262,1.0,1.0,1.0,1.0,9.0,1.0,2.0,1.0,1.0,58.0,3.0,3.0,1.0,1.0,11.0,2.0,1.0,1.0,1.0,1.0,3.0,"[1, 5, 5, 2, 4, 5, 2, 4, 5, 5]","[5, 5, 5, 5, 5, 5, 5, 5, 1, 4]",3.8,4.5
